,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
2118,Kepler-1527,Transit,,,19h49m39.46s,+46d03m38.9s,6224.0,1.21,1.32
2119,Kepler-1528,Transit,,,19h09m36.71s,+46d34m26.3s,5857.0,1.03,1.03
2120,Kepler-1529,Transit,,,19h19m28.97s,+41d02m26.6s,5048.0,0.81,0.77
2121,Kepler-153,Transit,,,18h49m50.53s,+48d15m25.6s,5404.0,,0.89
2122,Kepler-153,Transit,,,18h49m50.53s,+48d15m25.6s,5404.0,,0.89
2123,Kepler-1530,Transit,,,19h12m39.00s,+48d09m54.6s,5477.0,0.92,0.88
2124,Kepler-1530,Transit,,,19h12m39.00s,+48d09m54.6s,5477.0,0.92,0.88
2125,Kepler-1531,Transit,,,19h00m35.18s,+39d22m14.9s,6260.0,1.16,1.27
2126,Kepler-1532,Transit,,,19h47m36.68s,+41d11m53.5s,5559.0,0.91,0.88
2127,Kepler-1533,Transit,,,19h43m54.13s,+44d42m48.4s,6431.0,1.31,1.51
2128,Kepler-1534,Transit,,,19h29m34.89s,+43d52m08.7s,5442.0,0.9,0.86
2129,Kepler-1535,Transit,,,19h06m27.29s,+38d53m31.1s,6021.0,1.08,1.11
2130,Kepler-1536,Transit,,,19h26m20.44s,+45d42m56.8s,4434.0,0.71,0.67
2131,Kepler-1537,Transit,,,19h37m32.50s,+43d49m31.7s,5079.0,0.81,0.77
2132,Kepler-1538,Transit,,,18h53m22.97s,+45d16m28.0s,5837.0,1.03,1.03
2133,Kepler-1539,Transit,,,18h56m52.66s,+44d16m06.8s,5176.0,0.84,0.8
2134,Kepler-154,Transit,,,19h19m07.33s,+49d53m47.5s,5690.0,,1.0
2135,Kepler-154,Transit,,,19h19m07.33s,+49d53m47.5s,5690.0,,1.0
2136,Kepler-154,Transit,,,19h19m07.33s,+49d53m47.5s,5690.0,,1.0
2137,Kepler-154,Transit,,,19h19m07.33s,+49d53m47.5s,5690.0,,1.0
2138,Kepler-154,Transit,,,19h19m07.33s,+49d53m47.5s,5690.0,,1.0
2139,Kepler-1540,Transit,,,18h53m22.68s,+41d12m06.3s,4540.0,0.74,0.69
2140,Kepler-1541,Transit,,,18h55m08.88s,+48d01m46.4s,5282.0,0.86,0.81
2141,Kepler-1542,Transit,,,19h02m54.84s,+42d39m16.3s,5564.0,0.94,0.99
2142,Kepler-1542,Transit,,,19h02m54.84s,+42d39m16.3s,5564.0,0.94,0.99
2143,Kepler-1542,Transit,,,19h02m54.84s,+42d39m16.3s,5564.0,0.94,0.99
2144,Kepler-1542,Transit,,,19h02m54.84s,+42d39m16.3s,5564.0,0.94,0.99
2145,Kepler-1543,Transit,,,19h48m29.83s,+47d02m13.3s,6561.0,1.39,1.65
2146,Kepler-1544,Transit,,,19h49m08.40s,+49d12m44.8s,4886.0,0.81,0.74
2147,Kepler-1545,Transit,,,19h55m35.70s,+47d27m47.1s,5201.0,0.84,0.8
2148,Kepler-1546,Transit,,,19h50m20.15s,+41d32m28.4s,5623.0,0.95,0.93
2149,Kepler-1547,Transit,,,18h55m03.38s,+42d13m19.8s,6078.0,1.12,1.18
2150,Kepler-1548,Transit,,,19h09m53.10s,+46d04m50.4s,5706.0,0.99,0.97
2151,Kepler-1549,Transit,,,19h04m12.58s,+39d05m45.8s,5324.0,0.88,0.84
2152,Kepler-155,Transit,,,19h13m59.00s,+51d04m55.0s,4508.0,,0.62
2153,Kepler-155,Transit,,,19h13m59.00s,+51d04m55.0s,4508.0,,0.62
2154,Kepler-1550,Transit,,,19h11m03.49s,+38d17m40.9s,5991.0,1.07,1.11
2155,Kepler-1551,Transit,,,19h43m08.52s,+39d54m28.5s,6136.0,1.14,1.22
2156,Kepler-1552,Transit,,,19h26m42.44s,+38d52m29.7s,5202.0,0.85,0.78
2157,Kepler-1553,Transit,,,19h27m40.60s,+39d01m20.2s,5288.0,0.85,0.81
2158,Kepler-1554,Transit,,,19h06m18.28s,+41d44m29.3s,5297.0,0.84,0.81
2159,Kepler-1555,Transit,,,19h10m32.51s,+45d42m57.8s,5866.0,1.04,1.06
2160,Kepler-1556,Transit,,,19h13m35.28s,+40d12m47.5s,5608.0,0.97,0.95
2161,Kepler-1557,Transit,,,19h35m31.54s,+46d50m20.0s,6099.0,1.11,1.17
2162,Kepler-1558,Transit,,,19h07m16.65s,+46d54m42.1s,5101.0,0.83,0.79
2163,Kepler-1559,Transit,,,19h29m08.78s,+42d04m20.8s,5316.0,0.86,0.82
2164,Kepler-156,Transit,,,19h21m11.16s,+37d44m58.2s,5094.0,,0.81
2165,Kepler-156,Transit,,,19h21m11.16s,+37d44m58.2s,5094.0,,0.81
2166,Kepler-1560,Transit,,,19h31m08.31s,+43d12m57.5s,5815.0,1.02,1.02
2167,Kepler-1561,Transit,,,19h47m41.66s,+43d33m59.3s,5957.0,1.07,1.11
2168,Kepler-1562,Transit,,,19h37m49.37s,+46d44m37.0s,5760.0,1.02,1.05
2169,Kepler-1563,Transit,,,19h14m17.66s,+51d28m21.9s,5765.0,1.0,0.99
2170,Kepler-1564,Transit,,,19h22m20.67s,+46d38m33.7s,5528.0,0.93,0.9
2171,Kepler-1565,Transit,,,19h51m48.71s,+40d48m24.5s,4940.0,0.76,0.73
2172,Kepler-1566,Transit,,,18h54m21.03s,+40d34m29.7s,5254.0,0.84,0.81
2173,Kepler-1567,Transit,,,19h06m46.85s,+40d17m30.5s,5655.0,0.95,0.93
2174,Kepler-1568,Transit,,,19h16m43.84s,+47d52m24.2s,5956.0,1.09,1.19
2175,Kepler-1569,Transit,,,19h28m49.13s,+37d13m16.4s,6319.0,1.25,1.4
2176,Kepler-157,Transit,,,19h24m23.33s,+38d52m32.2s,5774.0,,1.04
2177,Kepler-157,Transit,,,19h24m23.33s,+38d52m32.2s,5774.0,,1.04
2178,Kepler-157,Transit,,,19h24m23.33s,+38d52m32.2s,5774.0,,1.04
2179,Kepler-1570,Transit,,,19h59m26.84s,+45d49m38.5s,5550.0,0.92,0.89
2180,Kepler-1571,Transit,,,20h03m44.50s,+45d35m47.6s,6297.0,1.23,1.39
2181,Kepler-1572,Transit,,,18h47m35.35s,+46d43m21.5s,5618.0,0.97,0.95
2182,Kepler-1573,Transit,,,19h31m57.20s,+49d29m05.9s,5808.0,1.01,1.0
2183,Kepler-1574,Transit,,,19h28m38.08s,+49d38m15.9s,5892.0,1.06,1.08
2184,Kepler-1575,Transit,,,19h34m58.38s,+45d45m41.7s,5667.0,0.95,0.92
2185,Kepler-1576,Transit,,,19h16m17.75s,+40d21m57.7s,5876.0,1.05,1.06
2186,Kepler-1577,Transit,,,19h31m49.27s,+47d34m23.2s,4862.0,0.78,0.74
2187,Kepler-1578,Transit,,,19h13m12.48s,+47d46m32.0s,5545.0,0.9,0.86
2188,Kepler-1579,Transit,,,19h33m09.12s,+43d30m54.0s,4584.0,0.75,0.7
2189,Kepler-158,Transit,,,18h56m07.74s,+39d46m52.9s,4623.0,,0.62
2190,Kepler-158,Transit,,,18h56m07.74s,+39d46m52.9s,4623.0,,0.62
2191,Kepler-1580,Transit,,,19h03m52.49s,+41d21m48.8s,6228.0,1.47,2.15
2192,Kepler-1581,Transit,,,19h09m29.10s,+39d36m12.9s,6022.0,1.12,1.23
2193,Kepler-1582,Transit,,,19h17m30.40s,+41d09m31.0s,3208.0,0.28,0.3
2194,Kepler-1583,Transit,,,19h05m32.86s,+47d00m59.9s,5645.0,0.94,0.91
2195,Kepler-1584,Transit,,,19h11m03.04s,+43d16m27.9s,6069.0,1.1,1.13
2196,Kepler-1585,Transit,,,19h44m38.16s,+44d33m47.2s,5538.0,0.94,0.91
2197,Kepler-1586,Transit,,,19h52m48.63s,+44d55m33.0s,6681.0,1.45,1.75
2198,Kepler-1587,Transit,,,19h30m42.65s,+49d39m50.1s,5933.0,1.08,1.22
2199,Kepler-1588,Transit,,,19h12m55.85s,+48d00m07.8s,5817.0,0.96,0.99
2200,Kepler-1589,Transit,,,19h37m46.03s,+40d34m18.1s,6166.0,1.18,1.25
2201,Kepler-159,Transit,,,19h48m16.84s,+40d52m07.6s,4625.0,,0.66
2202,Kepler-159,Transit,,,19h48m16.84s,+40d52m07.6s,4625.0,,0.66
2203,Kepler-1590,Transit,,,19h25m37.87s,+48d01m04.4s,6053.0,1.11,1.16
2204,Kepler-1591,Transit,,,19h46m04.00s,+44d36m31.0s,6082.0,1.1,1.16
2205,Kepler-1592,Transit,,,19h35m24.16s,+38d23m51.9s,6213.0,1.18,1.28
2206,Kepler-1593,Transit,,,20h01m57.16s,+44d27m38.4s,4995.0,0.81,0.77
2207,Kepler-1594,Transit,,,19h34m29.54s,+47d57m42.9s,5946.0,1.06,1.08
2208,Kepler-1595,Transit,,,19h02m53.45s,+43d00m34.1s,5203.0,0.84,0.8
2209,Kepler-1596,Transit,,,19h02m13.80s,+49d19m48.3s,5706.0,0.95,0.92
2210,Kepler-1597,Transit,,,19h12m39.35s,+42d28m51.9s,6377.0,1.25,1.39
2211,Kepler-1598,Transit,,,19h13m52.58s,+46d47m01.2s,5940.0,1.07,1.09
2212,Kepler-1599,Transit,,,19h04m53.01s,+41d09m04.5s,5767.0,0.99,0.99
2213,Kepler-16,Transit,90.032,0.964,19h16m18.17s,+51d45m26.8s,4450.0,0.69,0.65
2214,Kepler-160,Transit,,,19h11m05.66s,+42d52m09.4s,5471.0,,1.12
2215,Kepler-160,Transit,,,19h11m05.66s,+42d52m09.4s,5471.0,,1.12
2216,Kepler-160,Transit Timing Variations,86.9,,19h11m05.66s,+42d52m09.4s,5471.0,,1.12
2217,Kepler-1600,Transit,,,19h25m35.85s,+38d47m15.9s,5214.0,0.86,0.82
2218,Kepler-1601,Transit,,,19h02m03.11s,+38d04m47.1s,5869.0,1.04,1.07
2219,Kepler-1602,Transit,,,19h34m19.41s,+40d25m38.9s,6296.0,1.22,1.36
2220,Kepler-1603,Transit,,,19h41m19.16s,+42d32m05.9s,6241.0,1.21,1.31
2221,Kepler-1604,Transit,,,19h01m38.55s,+44d24m44.0s,4976.0,0.81,0.76
2222,Kepler-1605,Transit,,,19h08m32.37s,+47d29m19.0s,5280.0,0.86,0.82
2223,Kepler-1606,Transit,,,19h05m30.78s,+43d04m23.7s,5422.0,0.9,0.86
2224,Kepler-1607,Transit,,,19h44m14.37s,+42d39m21.8s,6116.0,1.14,1.21
2225,Kepler-1608,Transit,,,19h42m15.25s,+39d25m03.4s,4992.0,0.75,0.72
2226,Kepler-1609,Transit,,,19h20m35.17s,+39d39m57.0s,6132.0,1.18,1.27
2227,Kepler-161,Transit,,,19h22m03.96s,+43d05m01.8s,5078.0,,0.81
2228,Kepler-161,Transit,,,19h22m03.96s,+43d05m01.8s,5078.0,,0.81
2229,Kepler-1610,Transit,,,19h43m37.20s,+45d24m19.6s,5383.0,0.91,0.87
2230,Kepler-1611,Transit,,,19h46m02.89s,+49d43m40.0s,5605.0,0.94,0.93
2231,Kepler-1612,Transit,,,19h25m00.07s,+45d39m18.3s,5643.0,0.96,0.94
2232,Kepler-1613,Transit,,,19h19m30.01s,+43d25m15.5s,6005.0,1.08,1.12
2233,Kepler-1614,Transit,,,18h59m29.12s,+49d46m33.3s,5121.0,0.79,0.76
2234,Kepler-1615,Transit,,,19h05m26.21s,+42d13m38.9s,5865.0,1.04,1.05
2235,Kepler-1616,Transit,,,19h06m10.47s,+45d18m17.5s,6266.0,1.21,1.34
2236,Kepler-1617,Transit,,,19h11m44.93s,+46d25m06.6s,6167.0,1.15,1.22
2237,Kepler-1618,Transit,,,19h40m42.09s,+45d55m51.3s,6620.0,1.41,1.65
2238,Kepler-1619,Transit,,,19h02m48.83s,+44d25m19.2s,5852.0,1.0,1.0
2239,Kepler-162,Transit,,,19h49m06.94s,+43d43m26.5s,5816.0,,0.96
2240,Kepler-162,Transit,,,19h49m06.94s,+43d43m26.5s,5816.0,,0.96
2241,Kepler-1620,Transit,,,19h49m05.01s,+46d55m42.3s,6157.0,1.15,1.23
2242,Kepler-1621,Transit,,,19h50m21.24s,+43d50m28.4s,6158.0,1.15,1.24
2243,Kepler-1622,Transit,,,19h49m18.94s,+47d48m55.7s,6436.0,1.31,1.5
2244,Kepler-1623,Transit,,,19h36m19.85s,+39d33m22.0s,5772.0,1.0,1.0
2245,Kepler-1624,Transit,,,19h30m19.17s,+37d22m35.1s,3636.0,0.5,0.47
2246,Kepler-1625,Transit,,,19h41m43.04s,+39d53m11.6s,5677.0,0.96,0.94
2247,Kepler-1626,Transit,,,19h46m00.11s,+40d43m16.4s,6826.0,1.51,1.85
2248,Kepler-1627,Transit,,,18h56m13.60s,+41d34m36.2s,5445.0,0.87,0.84
2249,Kepler-1628,Transit,,,18h46m32.09s,+43d24m41.7s,3724.0,0.55,0.52
2250,Kepler-1629,Transit,,,18h40m49.59s,+43d46m27.5s,5776.0,1.01,1.01
2251,Kepler-163,Transit,,,19h40m00.68s,+46d59m14.4s,5776.0,,0.92
2252,Kepler-163,Transit,,,19h40m00.68s,+46d59m14.4s,5776.0,,0.92
2253,Kepler-1630,Transit,,,19h50m01.99s,+43d42m39.4s,4736.0,0.66,0.63
2254,Kepler-1631,Transit,,,19h38m31.82s,+43d48m27.6s,5679.0,0.97,0.95
2255,Kepler-1632,Transit,,,19h37m58.77s,+43d54m49.0s,6137.0,1.12,1.19
2256,Kepler-1633,Transit,,,19h14m03.65s,+44d55m23.6s,6256.0,1.2,1.32
2257,Kepler-1634,Transit,,,19h36m10.42s,+45d08m23.2s,5474.0,0.92,0.89
2258,Kepler-1635,Transit,,,19h01m23.76s,+45d33m22.3s,5347.0,0.89,0.85
2259,Kepler-1636,Transit,,,19h36m13.83s,+46d26m27.7s,5797.0,1.01,1.02
2260,Kepler-1637,Transit,,,18h48m56.84s,+48d09m15.5s,5789.0,1.02,1.02
2261,Kepler-1638,Transit,,,19h41m55.78s,+48d31m28.0s,5710.0,0.97,0.95
2262,Kepler-1639,Transit,,,18h52m16.47s,+48d48m07.5s,6150.0,1.12,1.18
2263,Kepler-164,Transit,,,19h11m07.40s,+47d37m47.7s,5888.0,,1.15
2264,Kepler-164,Transit,,,19h11m07.40s,+47d37m47.7s,5888.0,,1.15
2265,Kepler-164,Transit,,,19h11m07.40s,+47d37m47.7s,5888.0,,1.15
2266,Kepler-1640,Transit,,,19h38m13.89s,+40d51m01.8s,6324.0,1.27,1.43
2267,Kepler-1641,Transit,,,19h45m26.27s,+41d34m28.3s,6152.0,1.12,1.19
2268,Kepler-1641,Transit,,,19h45m26.27s,+41d34m28.3s,6152.0,1.12,1.19
2269,Kepler-1642,Transit,,,19h48m50.92s,+43d38m37.4s,5355.0,0.88,0.84
2270,Kepler-1642,Transit,,,19h48m50.92s,+43d38m37.4s,5355.0,0.88,0.84
2271,Kepler-1643,Transit,,,20h01m43.44s,+44d45m03.6s,5508.0,0.92,0.88
2272,Kepler-1644,Transit,,,19h01m54.01s,+48d02m05.8s,5499.0,0.89,0.86
2273,Kepler-1645,Transit,,,19h49m55.07s,+48d25m06.9s,5812.0,1.02,1.02
2274,Kepler-1646,Transit,,,19h10m06.34s,+42d54m46.5s,3299.0,0.24,0.26
2275,Kepler-1647,Transit,90.097,,19h52m36.02s,+40d39m22.2s,6210.0,1.22,1.79
2276,Kepler-1649,Transit,89.15,,19h30m00.90s,+41d49m49.5s,3240.0,0.2,0.23
2277,Kepler-1649,Transit,89.339,,19h30m00.90s,+41d49m49.5s,3240.0,0.2,0.23
2278,Kepler-165,Transit,,,18h42m45.84s,+47d48m35.0s,5211.0,,0.77
2279,Kepler-165,Transit,,,18h42m45.84s,+47d48m35.0s,5211.0,,0.77
2280,Kepler-1650,Transit,,,19h50m55.02s,+42d52m00.8s,3410.0,0.33,0.33
2281,Kepler-1651,Transit,,,18h54m30.81s,+48d23m27.7s,3713.0,0.52,0.5
2282,Kepler-1652,Transit,89.993,,19h37m27.86s,+49d54m54.2s,3638.0,0.4,0.38
2283,Kepler-1653,Transit,89.788,,19h45m49.86s,+41d15m57.7s,4807.0,0.72,0.69
2284,Kepler-1654,Transit,89.982,1.2,18h48m44.59s,+44d26m04.1s,5597.0,1.01,1.18
2285,Kepler-1655,Transit,87.62,2.5,19h06m45.47s,+39d12m42.9s,6148.0,1.03,1.03
2286,Kepler-1656,Transit,89.31,2.13,18h57m53.32s,+39d54m42.6s,5731.0,1.03,1.1
2287,Kepler-1658,Transit,76.52,6.36,19h37m25.57s,+38d56m50.6s,6216.0,1.45,2.89
2288,Kepler-166,Transit,,,19h32m38.44s,+48d52m52.3s,5413.0,,0.74
2289,Kepler-166,Transit,,,19h32m38.44s,+48d52m52.3s,5413.0,,0.74
2290,Kepler-166,Transit,,,19h32m38.44s,+48d52m52.3s,5413.0,,0.74
2291,Kepler-1661,Transit,89.46,1.6,19h00m40.11s,+41d58m01.5s,5100.0,0.84,0.76
2292,Kepler-1663,Transit,,,19h21m36.36s,+48d49m21.3s,3793.47,,0.71
2293,Kepler-1664,Transit,,,19h07m24.64s,+49d15m42.1s,5945.95,,
2294,Kepler-1665,Transit,,,19h21m35.08s,+41d02m24.3s,4949.25,,0.8
2295,Kepler-1666,Transit,,,19h51m48.38s,+46d15m53.0s,5818.75,,1.21
2296,Kepler-1666,Transit,,,19h51m48.38s,+46d15m53.0s,5818.75,,1.21
2297,Kepler-1667,Transit,,,18h54m07.91s,+48d05m39.3s,5951.0,,1.06
2298,Kepler-1668,Transit,,,19h49m24.56s,+46d05m45.4s,5328.33,,1.05
2299,Kepler-1669,Transit,,,19h49m43.29s,+39d50m52.2s,4218.09,,0.71
2300,Kepler-167,Transit,89.33,,19h30m38.03s,+38d20m43.5s,4890.0,0.77,0.73
2301,Kepler-167,Transit,89.3,,19h30m38.03s,+38d20m43.5s,4890.0,0.77,0.73
2302,Kepler-167,Transit,89.352,,19h30m38.03s,+38d20m43.5s,4890.0,0.77,0.73
2303,Kepler-167,Transit,89.976,,19h30m38.03s,+38d20m43.5s,4890.0,0.77,0.73
2304,Kepler-1670,Transit,,,19h21m18.36s,+43d07m18.6s,5766.0,,1.57
2305,Kepler-1671,Transit,,,19h26m59.61s,+39d26m48.8s,5085.99,,0.92
2306,Kepler-1672,Transit,,,19h51m45.64s,+40d16m43.1s,5899.25,,1.08
2307,Kepler-1673,Transit,,,19h02m40.10s,+48d43m10.4s,6220.81,,1.04
2308,Kepler-1674,Transit,,,19h39m15.86s,+45d18m22.0s,5326.33,,0.87
2309,Kepler-1675,Transit,,,18h55m14.28s,+41d02m28.5s,5747.0,,1.13
2310,Kepler-1676,Transit,,,19h08m56.82s,+43d34m02.0s,5893.0,,0.88
2311,Kepler-1677,Transit,,,19h53m58.39s,+47d00m46.9s,5804.5,,1.2
2312,Kepler-1678,Transit,,,19h30m21.99s,+38d23m58.8s,5421.0,,0.9
2313,Kepler-1679,Transit,,,19h35m36.14s,+50d25m37.4s,5358.25,,0.9
2314,Kepler-168,Transit,,,19h38m50.44s,+39d49m30.4s,6282.0,,1.11
2315,Kepler-168,Transit,,,19h38m50.44s,+39d49m30.4s,6282.0,,1.11
2316,Kepler-1680,Transit,,,19h48m17.92s,+39d56m01.9s,4975.5,,0.7
2317,Kepler-1681,Transit,,,19h46m47.34s,+46d22m18.2s,5173.08,,0.89
2318,Kepler-1682,Transit,,,19h35m56.06s,+39d34m22.4s,5517.75,,0.84
2319,Kepler-1683,Transit,,,19h53m48.03s,+44d17m02.5s,5047.59,,0.95
2320,Kepler-1684,Transit,,,19h36m01.29s,+46d18m38.4s,4787.0,,0.6
2321,Kepler-1685,Transit,,,19h44m45.19s,+43d56m12.7s,5378.58,,0.79
2322,Kepler-1686,Transit,,,19h26m25.61s,+42d02m09.3s,5774.33,,1.14
2323,Kepler-1687,Transit,,,19h18m58.26s,+50d47m13.3s,4249.0,,0.65
2324,Kepler-1688,Transit,,,19h18m12.72s,+41d17m52.3s,4936.24,,
2325,Kepler-1689,Transit,,,19h26m17.81s,+38d39m21.4s,5806.0,,0.96
2326,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76
2327,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76
2328,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76
2329,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76
2330,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76
2331,Kepler-1690,Transit,,,19h12m37.61s,+41d52m40.7s,5336.5,,0.87
2332,Kepler-1691,Transit,,,19h05m01.06s,+41d01m18.7s,5753.0,,1.21
2333,Kepler-1692,Transit,,,19h07m41.83s,+47d03m13.5s,4935.73,,0.94
2334,Kepler-1693,Transit,,,19h20m48.39s,+48d11m09.0s,5356.0,,0.89
2335,Kepler-1694,Transit,,,19h35m10.46s,+40d14m27.4s,4958.0,,0.72
2336,Kepler-1695,Transit,,,19h34m28.62s,+46d24m48.0s,5437.0,,0.95
2337,Kepler-1696,Transit,,,19h42m18.26s,+42d01m24.1s,5379.0,,1.27
2338,Kepler-1697,Transit,,,19h10m39.21s,+43d28m17.2s,5017.0,,0.64
2339,Kepler-1698,Transit,,,19h33m22.80s,+39d15m28.1s,4945.83,,0.74
2340,Kepler-1699,Transit,,,19h28m32.96s,+48d55m01.9s,5214.4,,
2341,Kepler-17,Transit,87.2,1.35,19h53m34.87s,+47d48m54.0s,5781.0,1.16,1.05
2342,Kepler-170,Transit,,,18h58m05.09s,+41d37m46.6s,5679.0,,1.03
2343,Kepler-170,Transit,,,18h58m05.09s,+41d37m46.6s,5679.0,,1.03
2344,Kepler-1700,Transit,,,19h07m47.93s,+45d21m13.8s,5885.0,,1.14
2345,Kepler-1701,Transit,,,19h06m26.13s,+41d53m21.6s,5116.26,,0.83
2346,Kepler-1702,Transit,,,18h59m53.40s,+44d34m03.2s,5003.75,,0.74
2347,Kepler-171,Transit,,,19h47m05.26s,+41d45m19.9s,5642.0,,0.84
2348,Kepler-171,Transit,,,19h47m05.26s,+41d45m19.9s,5642.0,,0.84
2349,Kepler-171,Transit,,,19h47m05.26s,+41d45m19.9s,5642.0,,0.84
2350,Kepler-172,Transit,,,18h53m28.42s,+41d49m18.7s,5526.0,,1.08
2351,Kepler-172,Transit,,,18h53m28.42s,+41d49m18.7s,5526.0,,1.08
2352,Kepler-172,Transit,,,18h53m28.42s,+41d49m18.7s,5526.0,,1.08
2353,Kepler-172,Transit,,,18h53m28.42s,+41d49m18.7s,5526.0,,1.08
2354,Kepler-173,Transit,,,19h38m35.21s,+41d53m02.8s,6031.0,,0.95
2355,Kepler-173,Transit,,,19h38m35.21s,+41d53m02.8s,6031.0,,0.95
2356,Kepler-174,Transit,,,19h09m45.41s,+43d49m55.5s,4880.0,,0.62
2357,Kepler-174,Transit,,,19h09m45.41s,+43d49m55.5s,4880.0,,0.62
2358,Kepler-174,Transit,,,19h09m45.41s,+43d49m55.5s,4880.0,,0.62
2359,Kepler-175,Transit,,,19h18m12.79s,+43d52m34.3s,6064.0,,1.01
2360,Kepler-175,Transit,,,19h18m12.79s,+43d52m34.3s,6064.0,,1.01
2361,Kepler-176,Transit,,,19h38m40.31s,+43d51m11.7s,5232.0,,0.89
2362,Kepler-176,Transit,,,19h38m40.31s,+43d51m11.7s,5232.0,,0.89
2363,Kepler-176,Transit,,,19h38m40.31s,+43d51m11.7s,5232.0,,0.89
2364,Kepler-176,Transit,,,19h38m40.31s,+43d51m11.7s,5232.0,,0.89
2365,Kepler-177,Transit,,0.75,19h04m11.31s,+45d03m11.5s,5732.0,0.92,1.32
2366,Kepler-177,Transit,88.795,0.121,19h04m11.31s,+45d03m11.5s,5732.0,0.92,1.32
2367,Kepler-178,Transit,,,19h08m24.26s,+46d53m47.3s,5676.0,,1.07
2368,Kepler-178,Transit,,,19h08m24.26s,+46d53m47.3s,5676.0,,1.07
2369,Kepler-178,Transit,,,19h08m24.26s,+46d53m47.3s,5676.0,,1.07
2370,Kepler-179,Transit,,,19h54m39.30s,+47d45m43.4s,5302.0,,0.76
2371,Kepler-179,Transit,,,19h54m39.30s,+47d45m43.4s,5302.0,,0.76
2372,Kepler-18,Transit,84.92,4.9,19h52m19.07s,+44d44m46.8s,5345.0,0.97,1.11
2373,Kepler-18,Transit,87.68,0.59,19h52m19.07s,+44d44m46.8s,5345.0,0.97,1.11
2374,Kepler-18,Transit,88.07,0.27,19h52m19.07s,+44d44m46.8s,5345.0,0.97,1.11
2375,Kepler-180,Transit,,,19h42m17.12s,+49d46m28.5s,5731.0,,1.06
2376,Kepler-180,Transit,,,19h42m17.12s,+49d46m28.5s,5731.0,,1.06
2377,Kepler-181,Transit,,,19h44m36.34s,+50d05m44.9s,5333.0,,0.75
2378,Kepler-181,Transit,,,19h44m36.34s,+50d05m44.9s,5333.0,,0.75
2379,Kepler-182,Transit,,,19h19m19.23s,+50d35m10.5s,6250.0,,1.15
2380,Kepler-182,Transit,,,19h19m19.23s,+50d35m10.5s,6250.0,,1.15
2381,Kepler-183,Transit,,,19h34m07.40s,+39d18m57.2s,5888.0,,0.96
2382,Kepler-183,Transit,,,19h34m07.40s,+39d18m57.2s,5888.0,,0.96
2383,Kepler-184,Transit,,,19h27m48.46s,+43d04m29.0s,5788.0,,0.87
2384,Kepler-184,Transit,,,19h27m48.46s,+43d04m29.0s,5788.0,,0.87
2385,Kepler-184,Transit,,,19h27m48.46s,+43d04m29.0s,5788.0,,0.87
2386,Kepler-185,Transit,,,18h49m52.34s,+43d53m23.7s,5208.0,,0.81
2387,Kepler-185,Transit,,,18h49m52.34s,+43d53m23.7s,5208.0,,0.81
2388,Kepler-186,Transit,,,19h54m36.65s,+43d57m18.1s,3755.0,0.54,0.52
2389,Kepler-186,Transit,,,19h54m36.65s,+43d57m18.1s,3755.0,0.54,0.52
2390,Kepler-186,Transit,,,19h54m36.65s,+43d57m18.1s,3755.0,0.54,0.52
2391,Kepler-186,Transit,,,19h54m36.65s,+43d57m18.1s,3755.0,0.54,0.52
2392,Kepler-186,Transit,89.96,,19h54m36.65s,+43d57m18.1s,3755.0,0.54,0.52
2393,Kepler-187,Transit,,,19h59m11.15s,+44d05m21.5s,6105.0,,1.29
2394,Kepler-187,Transit,,,19h59m11.15s,+44d05m21.5s,6105.0,,1.29
2395,Kepler-188,Transit,,,18h45m07.13s,+44d18m55.9s,6021.0,,1.14
2396,Kepler-188,Transit,,,18h45m07.13s,+44d18m55.9s,6021.0,,1.14
2397,Kepler-189,Transit,,,19h10m15.54s,+44d18m18.0s,5235.0,,0.75
2398,Kepler-189,Transit,,,19h10m15.54s,+44d18m18.0s,5235.0,,0.75
2399,Kepler-19,Transit,,,19h21m41.00s,+37d51m06.4s,5544.0,0.94,0.86
2400,Kepler-19,Transit Timing Variations,,,19h21m41.00s,+37d51m06.4s,5544.0,0.94,0.86
2401,Kepler-19,Radial Velocity,,,19h21m41.00s,+37d51m06.4s,5544.0,0.94,0.86
2402,Kepler-190,Transit,,,19h14m20.17s,+44d44m01.7s,5106.0,,0.8
2403,Kepler-190,Transit,,,19h14m20.17s,+44d44m01.7s,5106.0,,0.8
2404,Kepler-191,Transit,,,19h24m44.01s,+45d19m23.4s,5282.0,,0.79
2405,Kepler-191,Transit,,,19h24m44.01s,+45d19m23.4s,5282.0,,0.79
2406,Kepler-191,Transit,,,19h24m44.01s,+45d19m23.4s,5282.0,,0.79
2407,Kepler-192,Transit,,,19h11m40.30s,+45d35m34.4s,5479.0,,1.01
2408,Kepler-192,Transit,,,19h11m40.30s,+45d35m34.4s,5479.0,,1.01
2409,Kepler-192,Transit,,,19h11m40.30s,+45d35m34.4s,5479.0,,1.01
